"inventory_version","sequence","source_document","source_sha256","identifier","entry_kind","matching_assignment_rows","applicable_defaults","required_methods","supporting_methods","required_evidence_references","evidence_owners","final_approvers","representative_evaluation_applicability","representative_evaluation_evidence_references","representative_evaluation_rationale","obligation_scope"
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","347","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-EQUIPMENT-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","348","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CHANNEL-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","349","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CAPTURE-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","350","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CAPTURE-IDENTITY-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","351","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-EQUIPMENT-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","352","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-MULTIPLE-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","353","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-MULTIPLE-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","354","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-MULTIPLE-003","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","355","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-PTT-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","356","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-PTT-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","357","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-PTT-003","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","358","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-PTT-004","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","359","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-PROXIMITY-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","360","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-SIMULTANEOUS-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","361","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-SIMULTANEOUS-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","362","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-COLLISION-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","363","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-COLLISION-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","364","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CONTROL-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","365","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CONTROL-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","366","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CONTROL-003","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","367","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-CONTROL-004","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","368","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-ENERGY-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","369","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-AUDIO-OUTPUT-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","370","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-AUDIO-OUTPUT-002","Stable requirement or process entry","AR-009;AR-053;AR-054","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Accumulated;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis;Representative Evaluation","Demonstration","AR-009;AR-053;AR-054","Implementation team;Implementation team and Qualified Specialists for profile evidence;Implementation team, Qualified Specialists, and Representative Evaluators","Project owner","Required Within Identifier","AR-054","At least one obligation depends on the human-perception, tactical-adequacy, credible-military-behavior, or training-validity evidence required by AR-054.","Before procedure approval, enumerate stable obligation keys and record Representative Evaluation as Required only for the dependent obligations; retain objective obligations separately."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","371","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-AUDIO-OUTPUT-003","Stable requirement or process entry","AR-009;AR-053;AR-054","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Accumulated;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis;Representative Evaluation","Demonstration","AR-009;AR-053;AR-054","Implementation team;Implementation team and Qualified Specialists for profile evidence;Implementation team, Qualified Specialists, and Representative Evaluators","Project owner","Required Within Identifier","AR-054","At least one obligation depends on the human-perception, tactical-adequacy, credible-military-behavior, or training-validity evidence required by AR-054.","Before procedure approval, enumerate stable obligation keys and record Representative Evaluation as Required only for the dependent obligations; retain objective obligations separately."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","372","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-AUDIO-OUTPUT-004","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","373","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-AUDIO-OUTPUT-005","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","374","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DROPPED-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","375","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DROPPED-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","376","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DROPPED-003","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","377","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DROPPED-004","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","378","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DROPPED-CONTROL-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","379","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DROPPED-CONTROL-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","380","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DAMAGE-001","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
"e4488035116f10c0bdf8f704a4a76e5a79258ab2877449910f4e153cd9493857","381","docs/requirements/training-simulation-initial-requirements.md","b9ac305346f8a3c2c0be57ee6ea52e75eb85393a3edecb80e924266b2023d65b","REQ-RADIO-DAMAGE-002","Stable requirement or process entry","AR-009;AR-053","Inspection=Accumulated;Automated Test=Accumulated;Analysis=Accumulated;Representative Evaluation=Not Applicable;Demonstration=Accumulated as Supporting","Inspection;Automated Test;Analysis","Demonstration","AR-009;AR-053","Implementation team;Implementation team and Qualified Specialists for profile evidence","Project owner","Not Required for Identifier","None","The objective criteria and reproducible technical evidence assigned by AR-009;AR-053 are sufficient; military subject matter alone does not require Representative Evaluation.","Before procedure approval, enumerate stable obligation keys and confirm this objective-sufficiency decision for each key."
